dataset,split,text,label,multilabel
b,train,@user @user We don’t trust a damn thing you or your minions have to say. #TrumpLiedAmericansDied [NEWLINE]#BidenHarris2020,0,
b,train,Following the advice of a Hollywood actor on who to vote for is like asking the kid who does a great job cutting your lawn for investment advice. Pretty stupid and guaranteed to get you broke not woke... 🤷‍♂️[NEWLINE][NEWLINE]#TheRock #Trump2020Landslide #Trump2020LandslideVictory #MAGA #MAGA2020 http,0,
b,train,@user @user So sick of the fake news and one sided media that is owned by Democrats.  I hope people really aren't as stupid as these media giants think they are.#PATRIOT #TRUMP2020,0,
b,train,The GIG is up! #Conservatives #Trump #Hannity #NRA #MAGA2020 #Bongino #CandaceOwens  http,0,
b,train,"@user It takes time. It always has. It always will. Let every vote be counted. Trump loses it’s okay guys, god will always love america. God bless our new president Kamala Harr... Oops I mean Joe Biden",0,
b,train,"@user Look everybody , Trump has so much free time he can play on Twitter all day long. #clownpresident #clownshow #shutupman #VoteBidenHarris2020 #VoteBlue2020 #VoteBidenHarrisToSaveAmerica",0,
b,train,@user I am an Independent at heart! I want to look over all choices! This is now so easy to vote for Biden-Harris! I will not support a party that does not have all Americans taken good care of! This is so broken and only Joe and Kamala say that All Americans are important to them!,0,
b,train,@user The Trump administration’s treatment across the board of human beings at the border has been unconscionable. PERIOD. http http,0,
b,train,"Fauci said to that his words were taken out of context and used without his permission in new tRump ad about Covid. They quoted Fauci as, ""I can't imagine anybody could be doing more."" So, tRump was being deceitful and shady?!  I'm just soooo fucking shocked....",0,
b,train,@user Your special in your own way ~ #VoteBlue2020,0,
b,train,ONE DAY CLOSER TO VOTING FOR @user AGAIN. #MAGA2020 #MAGA2020LandslideVictory #MAGA2020Landslide #WalkAway #WalkAwayFromDemocrats #BLEXIT #StopSoros #KAG #VoteRedToSaveAmerica2020 #VoteRED2020RemoveEveryDemocrat #VoteRed2020,0,
b,train,Reminder: Joe Biden’s most critical decision as nominee was to choose Sen. Kamala Harris as his running mate...and that has made all the difference.,0,
b,train,NEW YORK! Trump wants the violence over and the state to come roaring back!!! Vote RED across the ticket. #Trump2020 🇺🇸❤️,0,
b,train,"This is what happens when you do the work and not just talk about it.  @user spoke truth to power and now Georgians are following suit. GA is turning BLUE. And winning means the WH and Senate with @user and @user   Let's do this, Dems. #BidenHarris2020 http",0,
b,train,"@user We got people on the Rez like this, you won't get every injustice solved, but who has the woman candidate, who has the minority candidate, #BidenHarris2020",0,
b,train,"Frankly, I did not even remember Tiffany Trump exists.[NEWLINE][NEWLINE]Which is the only thing I will *ever* have in common with donald.[NEWLINE][NEWLINE] #ByeTiffany",0,
b,train,Today I feel a tiny smattering of hope.[NEWLINE]#BidenHarris2020,0,
b,train,"@user @user That’s not going to happen. Boris and Natasha (Donnie &amp; Mel) will keep their “illness” to themselves and never share with the American public. Plus, I don’t believe a pathological liar. He lies about everything, so why not his diagnosis of covid?  #LiarInChief  #BidenHarris2020",1,
b,train,"Jill Biden 'cheated on first husband with Joe', her ex claims. ⁦@JoeBiden⁩  ⁦@Alyssa_Milano⁩ ⁦@realDonaldTrump⁩ #BidenLies #trump2020[NEWLINE] http",0,
b,train,@user Time to Potty On!! 😂 #Trump2020,0,
b,train,@user Yes. &amp; How much more we'd pay in taxes with #BidenHarris2020,0,
b,train,@user He needs to be abolished. Gene pool life guard failed. #trump2020,0,
b,train,"@user since you’re narcissistically patting yourself on the back pertaining Covid. Remember @user assisted you with the tools. So tonight, before you go to bed thank God and then thank the President. They saved lives u ended lives. #Trump2020",0,
b,train,"@user When reporting on Biden, it's easier and more accurate if you replace ""saying"" or ""making a statement"" with the word, lying. [NEWLINE][NEWLINE]#Trump2020",0,
b,train,Trump will need a #gofundme after the election. Republicans pls donate. http,0,
b,train,"Melania Trump experienced more mild symptoms than her husband, and has isolated at the White House for the duration of her coronavirus diagnosis.[NEWLINE][NEWLINE]#teamtrump #patriotplanet #trump2020 #trumptrain #maga http",0,
b,train,Trump 2020 Solid,0,
b,train,"Biden/Harris signs are popping up EVERYWHERE where I live!!!! Up and down neighborhood streets and main streets. In 2016, I saw very few Hillary signs. This is so encouraging!!!! It is a glorious sight... #38Days! #BidenHarris2020",0,
b,train,The Democrat Party is in full meltdown! They lost the Supreme Court; they nominated a zombie and backed him up with a woman laughing about smoking pot after having incarcerated thousands of blacks for minor drug offenses while not prosecuting connected people! #Trump2020 http,1,
b,train,White privilege does not exist [NEWLINE][NEWLINE]But black privilege does [NEWLINE][NEWLINE]#WednesdayWisdom #ENDviolence #Fauci #Trump2020 #BLMRiots #BLM #terrorism #discrimination #WhitePrivilege #blackprivelige #MAGA2020 #TrumpWillSaveAmerica #PelosiMustGo,0,
b,train,@user The current man in the WH is a total failure. VOTE! #Biden2020,0,
b,train,We’ve been played AGAIN! #TrumpShow #TrumpLies #BidenHarris2020 http,0,
b,train,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thanks Ray. I’m limited to following back until later today. Appreciate you mentioning me! #BidenHarris2020,0,
b,train,Everyday I wake up thinking Kanye suck on these baby balls,0,
b,train,"U.S. national security may be jeopardized if FBI Director Christopher Wray is abruptly removed after the presidential election, an association representing more than 14,000 current and retired special agents wrote  http",0,
b,train,Got my new sign today #BidenHarris2020 http,0,
b,train,Me too!  I also like presidents who DON'T lie[NEWLINE]#BidenHarris2020 http,0,
b,train,@user @user @user @user In Dem states. IF Biden wins Kamala will become President cause Pelosi Will call the 25th Amendment on good ol Joe and this country will no longer be a country of choice but a socialist country controlled by a dumb ass. Joe is the Dems pawn I feel bad for him,1,
b,train,"Excuse ME! I misread the article! $750, in OVER A DAMN DECADE! I like presidents who pay their taxes, &amp; aren’t BROKE! [NEWLINE]#TrumpMeltdown #TrumpTaxReturns #TrumpTaxes #BidenHarrisLandslide2020 #BidenHarris2020 #TrumpKnew #AmericaOrTrump #BlueWave #BlueWave2020 http",0,
b,train,"Kamala Harris is too drunk to remember where she is.[NEWLINE]Between Joe Biden having cognitive decline and her having alcohol problems, it makes you wonder what the heck is going on. http",0,
b,train,You don't have to agree with everything Biden says or stands for. This is the moment to unite around one shared goal: Defeating Donald Trump. Because our entire future is at stake.[NEWLINE][NEWLINE]#ListenToBernie #VoteBlue2020 #VoteBidenHarrisToSaveAmerica http,0,
b,train,Me manifesting a win for Joe Biden and Kamala Harris🤠 http,0,
b,train,"@user Can't wait to hear more about a corrupt loser who should be in prison, excited![NEWLINE]#Trump2020",1,
b,train,"""She's not just the first woman who's about to become vice-president in one of the most powerful countries in the world, she's the first woman of colour as well.""[NEWLINE][NEWLINE]Shadow Foreign Sec Lisa Nandy reacts to Kamala Harris becoming the vice-president elect.[NEWLINE][NEWLINE]https://t.co/clK3ItFKi7 http",0,
b,train,Kalama Harris refused to address here radical left agenda at last night's debate.[NEWLINE]https://t.co/wuebecymrS,0,
b,train,Only Clayton+Taylor Counties are under 98% reporting. Biden's margin in Clayton is larger than Trump's in Taylor and Clayton has more than 25 times the population. Biden is just 1805 votes behind in GA. Calling it now. Joe Biden and Kamala Harris will win Georgia. #CountEveryVote http,0,
b,train,Rain and gusty winds out here in Duluth today as the crowd awaits entry to the rally venue #TrumpRally #Trump2020 #Duluth http,0,
b,train,"@user Utterly absurd -- the Hispanic birth rate far exceeds the Caucasian birth rate. Soon, Mr. Levin will be dead and the country will speak Spanish. Oh the horror! #BidenHarris2020",0,
b,train,"@user Trump wants the Attorney General to arrest Biden, right now. A dictator arresting his political opponent. If he gets elected, he'll be able to arrest reporters, opponents, whoever.",0,
b,train,You know what’s a real story? Donald Trump owes someone $421 million dollars and we still don’t know who. [NEWLINE][NEWLINE]No one cares anyway. Because #TrumpIsLosing #HunterBidenEmails,0,
b,train,@user runs his campaign as if he’s got Energizer batteries in him. @user runs his campaign as if he’s got Rayovac batteries in him and calls lid at 9 AM. That’s why POTUS keeps going and going morning till night nonstop. #Trump2020 @user,0,
b,train,"Trump paid more money in taxes to Panama, India, and The Philippines than he paid America. Biden paid nearly $300,000 in federal income taxes in 2019 - CNNPolitics #VoteHimOut2020 #TrumpTaxReturns #TrumpTaxCheat #VoteBlueToSaveAmerica #BidenHarris2020  http",0,
b,train,"Honest and serious question for any #Trump2020 people. [NEWLINE][NEWLINE]If Trump is somehow unable to continue his run, are you as enthusiastic about voting for Pence?",0,
b,train,"@user People said this to you when you called? OMG, we are in even more trouble than I thought, IOW, doomed, but, it’s not yet over so we’re not giving up! #BidenHarris2020!  Even if the nightmare continues, we have a lot to learn from #Belarusprotests!",0,
b,train,"@user So the rich write the laws that help the rich ‘legally’ avoid tax while the 99% prop them up with their own taxes used to build infrastructure and societal necessities, all while the gap between the haves and have nots ever expands? Sounds fair. #TaxFraudTrump #VoteBlue2020",0,
b,train,Biden likens Trump’s “good relationship with North Korea” is like saying “we had a good relationship with Hitler before he invaded the rest of Europe.” #DebateTonight,0,
b,train,Enough said 😂[NEWLINE][NEWLINE]Amy Coney Barrett[NEWLINE]SCOTUS[NEWLINE][NEWLINE]#Trump[NEWLINE]#MAGA2020 http,0,
b,train,"Congratulations, America. [NEWLINE][NEWLINE]Joe Biden is President-elect. [NEWLINE][NEWLINE]And Kamala Harris is Vice President-elect. [NEWLINE][NEWLINE]We now have the first Black, first South Asian, first woman of color  as Vice President. The daughter of immigrants is headed to the White House.",0,
b,train,"@user @user I would not describe Kamala Harris as a 'strong black woman.' Angela Davis, Angela Walker, Nina Turner, Barbara Lee, Briahna Joy Gray...yes.",0,
b,train,RGB had been holding on for our Democracy. Let’s make her proud! #OneNationUnderGod #BidenHarris2020 http,0,
b,train,@user Harris is obnoxious,0,
b,train,So the man who every rule of the last debate thinks he was not treated fairly? The solution that Trump suggests is a change in both moderator and the Democratic nominee... Ok well who is going to break it to petulant President? #VoteHimOut #VoteBlue2020 http,0,
b,train,@user @user Then there is no convincing you. But if you follow the debate transcripts you would see they asked him first to condemn white supremacy and he said “sure I will” then Biden changed the conversation to the Proud Boys and that’s when he said “stand down stand by”.,0,
b,train,@user @user We are soooo looking forward to the VP debate. October 7th. #BidenHarris2020,0,
b,train,@user @user @user @user @user One has nothing to do with the other ....he’s the President so of course he is letting us know he’s strong! Blame the Chinese that’s where it came from ....you’ll just need more reason not to like him sorry but he’s your President ...#Trump2020[NEWLINE]#MyPresident #PresidentTrump,0,
b,train,"Godspeed Patriots! 🙏🙏🇺🇸🇺🇸#trump2020 ❣@RedPill78 @user @user @user @user @user @user @user  @user @user [NEWLINE]@! @user  ""10.2.20: TEN days of DARKNESS/Quarantine? RED OCTOBER!"" on YouTube http",0,
b,train,Our hope is in Jesus. USA will be blessed if we bless His people. http #Trump2020 or #BidenHarris2020 ?,0,
b,train,"#Kamala #Harris [NEWLINE][NEWLINE]Mosaic of all the jailed men Kamala kept past their release date, to use for cheap jail labor ...... http",0,
b,train,@user We had a neighbor die this morning from COVID-19.  She got it from her grandkids who got it from schools without adequate PPE courtesy of Trump who ordered schools to open with no funds to purchase protective gear.  Can this be prosecuted,0,
b,train,"Trump is an “altered state.” Can you think of anything more terrifying? His clear state was already fascist, imagine him pumped full of steroids. Like a rapid animal  when backed in a corner is when he’s most dangerous. AND has nuclear weapons.[NEWLINE]Get in the streets - demand removal http",0,
b,train,"Why should Trump be peaceful....y’all have taught him he can do whatever he wants. You want a peaceful transition, then do not vote for a Supreme Court Justice prior to November 3rd 🗳 #NoJusticeNoPeace #BidenHarris2020 #protect #SupremeCourt #justsaynotoTrump http",0,
b,train,"@user Correction:[NEWLINE][NEWLINE]More ballots were counted for Joe Biden and Kamala Harris than any ticket in our nation’s history. It's worth investigating to make sure they were legal votes.[NEWLINE] [NEWLINE]The American people have, perhaps, given them an enormous burden, but one with no mandate for action.",0,
